,singer,genre,content,likes,sentiment,release_filled,release_rank,year,scaled_likes,feature
210,백예린 (Yerin Baek),발라드,Love you on Christmas,35924,lonely,2016-12-07,0.43506759524784927,2016,0.12619302713620795,0.5612606223840573
211,Katy Perry,POP,Cozy Little Christmas,3960,lonely,2018-11-15,0.605446430496561,2018,0.010418064292084639,0.6158644947886456
212,Mariah Carey,R&B/Soul,Santa Claus Is Comin' to Town,12496,lonely,2019-11-01,0.7121326462407556,2019,0.029019635164477885,0.7411522814052335
213,HONNE,POP,Warm on a Christmas Night,11462,lonely,2020-12-04,0.848487461997887,2020,0.026869646348381772,0.8753571083462688
214,Taylor Swift,POP,Christmas Tree Farm,4879,lonely,2019-12-06,0.7275059833114126,2019,0.011330569779728522,0.7388365530911412
215,비투비,댄스,울면 안 돼,53753,lonely,2014-12-22,0.32381034519933594,2014,0.16205354854853346,0.4858638937478694
216,Idina Menzel,POP,Baby It's Cold Outside,5462,lonely,2014-11-13,0.3161344574052912,2014,0.01646673640861142,0.33260119381390263
217,Why Don't We,POP,With You This Christmas,3312,lonely,2019-11-29,0.7244011298216866,2019,0.007691503814400669,0.7320926336360872
218,Johnny Orlando,POP,Last Christmas,6844,lonely,2020-11-17,0.8405312749304643,2020,0.016043959135257795,0.8565752340657221
219,컨츄리 꼬꼬,댄스,Happy Christmas,3326,lonely,1998-11-01,0.038767545656439334,1998,0.050757390666992426,0.08952493632343175
220,Anne-Marie,"POP, 국외영화",Think of Christmas,6162,lonely,2020-11-06,0.8347096746372281,2020,0.0144451893909203,0.8491548640281484
221,염따,랩/힙합,"아마두 (feat.우원재, 김효은, 넉살, Huckleberry P)",158997,lonely,2019-12-03,0.7259319950839821,2019,0.3692409516842582,1.0951729467682403
222,Kelly Clarkson,POP,Christmas Eve,5952,lonely,2017-10-20,0.5064145410638436,2017,0.010781612568404007,0.5171961536322477
223,Idina Menzel,POP,A Hand For Mrs. Claus,2181,lonely,2019-10-18,0.7064188533603571,2019,0.005064966732852614,0.7114838200932098
224,EXO,발라드,Christmas Day,91188,lonely,2013-12-09,0.28204575346600835,2013,0.3506138472245185,0.6326596006905268
225,Justin Bieber,POP,All I Want For Christmas Is You (SuperFestive!),8070,lonely,2011-01-01,0.20645119558420838,2011,0.036339892826586215,0.2427910884107946
226,핑클 (Fin.K.L),댄스,화이트 (White),22022,lonely,1999-11-26,0.046421871967916514,1999,0.23343333580689274,0.27985520777480927
227,보아 (BoA),발라드,메리-크리 (Merry-Chri),22738,lonely,2004-12-01,0.10297764074257747,2004,0.14235272021536344,0.24533036095794092
228,토이,"재즈, 애시드/퓨전/팝",겨울의 우리들,11663,lonely,2020-12-20,0.854740291942474,2020,0.027340838017900593,0.8820811299603746
229,잔나비,"인디음악, 록/메탈",Made In Christmas (feat. 이수현 of 악동뮤지션),21812,lonely,2018-12-21,0.6176717911123569,2018,0.05738353998458337,0.6750553310969403
230,Justin Bieber,POP,Mistletoe,13402,lonely,2011-01-01,0.20645119558420838,2011,0.06035033998288828,0.2668015355670967
231,Sia,POP,Candy Cane Lane,16552,lonely,2021-11-05,0.9970029539231119,2021,0.054222985146990414,1.0512259390701022
232,Bing Crosby,-,White Christmas (영화 '나홀로집에2') (Remastered),1069,lonely,2018-12-06,0.6125185967787146,2018,0.0028123511939996157,0.6153309479727141
233,Sabrina Claudio,R&B/Soul,Christmas Blues,4042,lonely,2020-11-27,0.8461156989154576,2020,0.009475406607935711,0.8555911055233932
234,Coldplay,POP,Christmas Lights,8207,lonely,2010-12-01,0.20373444878069816,2010,0.05374097987086973,0.2574754286515679
235,Michael Buble,"재즈, 보컬재즈, 애시드/퓨전/팝",Holly Jolly Christmas,7657,lonely,2011-10-21,0.22329071346945817,2011,0.034480118881433784,0.25777083235089193
236,Dan + Shay,컨트리,Take Me Home For Christmas,3553,lonely,2020-11-06,0.8347096746372281,2020,0.008329074635822756,0.8430387492730509
237,젝스키스,댄스,커플,65490,lonely,1998-10-03,0.038120701179413095,1998,1.0,1.0381207011794131
238,더보이즈 (THE BOYZ),댄스,Christmassy!,30214,lonely,2020-12-07,0.8495008516785615,2020,0.07082878160617753,0.920329633284739
239,크리스마스,-,We Wish You A Merry Christmas (Jazz),1439,lonely,2018-12-10,0.6142003924189828,2018,0.003785756190987322,0.6179861486099701
240,케이윌,R&B/Soul,크리스마스데이 (Christmas Day),22708,lonely,2017-12-08,0.5212919640354472,2017,0.041133880746525235,0.5624258447819724
241,Carly Rae Jepsen,POP,Last Christmas,5155,lonely,2015-11-20,0.36268569826861297,2015,0.020237590490099086,0.38292328875871207
242,비투비,댄스,울어도 돼,58631,lonely,2014-12-22,0.32381034519933594,2014,0.176759652576583,0.5005699977759189
243,4minute,댄스,크리스마스 노래,38747,lonely,2013-12-03,0.2810539252679014,2013,0.14898050991806397,0.4300344351859654
244,Jessie J,POP,Santa Claus Is Comin' to Town,2678,lonely,2018-10-26,0.5978999115979216,2018,0.007045347518738046,0.6049452591166596
245,김진표,랩/힙합,로맨틱 겨울 (Feat. 김진호 Of SG워너비),29630,lonely,2009-12-17,0.18506220487720737,2009,0.26376932869237,0.4488315335695774
246,김범수,발라드,하얀 겨울,24074,lonely,2012-11-30,0.25278682162185473,2012,0.06510815298820297,0.31789497461005767
247,Frank Sinatra,-,Jingle Bells (징글벨 : 영화 '나홀로 집에') (Remastered),625,lonely,2018-12-06,0.6125185967787146,2018,0.0016442651976143685,0.614162861976329
248,인피니트,댄스,하얀 고백 (Lately),45654,lonely,2011-12-06,0.22827141594256023,2011,0.20558382492007027,0.4338552408626305
249,Why Don't We,POP,Kiss You This Christmas,7710,lonely,2017-11-25,0.5178636883072081,2017,0.013966100958063658,0.5318297892652717
250,Gwen Stefani,POP,You Make It Feel Like Christmas (Feat. Blake Shelton),2023,lonely,2017-10-06,0.5021453675154705,2017,0.0036645165030042516,0.5058098840184747
251,소녀시대-태티서 (Girls' Generation-TTS),발라드,Merry Christmas,15874,lonely,2015-12-04,0.36725673257293173,2015,0.06231843092916255,0.4295751635020943
252,비투비,댄스,크리스마스라서,25765,lonely,2014-12-22,0.32381034519933594,2014,0.07767584466639936,0.4014861898657353
253,New Hope Club,POP,All I Want For Christmas Is You,7911,lonely,2018-12-14,0.6157312576812782,2018,0.02081245116532363,0.6365437088466018
254,Bebe Rexha,POP,Count on Christmas,3260,lonely,2018-11-30,0.6110739774466893,2018,0.008576487270756546,0.6196504647174459
255,Jamie Cullum,POP,It's Christmas,1022,lonely,2020-11-20,0.842752107634921,2020,0.0023958103793444573,0.8451479180142655
256,성시경,발라드,모두에게 크리스마스,5365,lonely,2011-12-02,0.22803423963431727,2011,0.024159048948529743,0.252193288582847
257,JAMIE (제이미),댄스,5가지 Christmas,5175,lonely,2020-12-09,0.8501045731904526,2020,0.012131427312238324,0.862236000502691
258,터보,발라드,White Love (스키장에서),18702,lonely,2005-12-05,0.11919187563336857,2005,0.1782976776112573,0.2974895532446259
259,WHAM!,"POP, 국외영화",Last Christmas,5277,lonely,2019-11-08,0.7159490286552104,2019,0.012254850733270631,0.728203879388481
260,런치,"R&B/Soul, 인디음악",Mr.Santa,5420,lonely,2020-11-27,0.8461156989154576,2020,0.012705765416875694,0.8588214643323333
261,Meghan Trainor,POP,My Kind Of Present,1733,lonely,2020-10-07,0.8179564026822486,2020,0.004062563001373723,0.8220189656836223
262,Ashanti,POP,Christmas Time Again,4454,lonely,2003-11-26,0.08885486966083789,2003,0.03709564580071293,0.1259505154615508
263,바이브,R&B/Soul,넌 나의 크리스마스,8142,lonely,2015-12-14,0.37012440975441474,2015,0.03196400810288783,0.4020884178573026
264,R. Kelly,R&B/Soul,Home For Christmas,2097,lonely,2016-11-30,0.4333642381250135,2016,0.007366294897690349,0.4407305330227039
265,Andra Day,R&B/Soul,Winter Wonderland,3396,lonely,2016-10-28,0.4245887147200242,2016,0.011929393167647318,0.4365181078876715
266,Mabel,POP,Loneliest Time Of Year,6662,lonely,2019-11-22,0.7222665430475,2019,0.015471255559039027,0.7377377986065391
267,애즈원,R&B/Soul,혼자 메리 크리스마스 (Prod. by 키겐),7923,lonely,2015-12-17,0.37090062312684624,2015,0.031104254016111554,0.4020048771429578
268,러블리즈,댄스,종소리,47031,lonely,2017-11-14,0.51495288816059,2017,0.08519321584418832,0.6001461040047784
269,Paloma Faith,POP,Christmas Prayer,874,lonely,2020-11-27,0.8461156989154576,2020,0.0020488632794002505,0.8481645621948578
270,Meghan Trainor,POP,Holidays (Feat. Earth & Wind & Fire),1503,lonely,2020-10-30,0.8310010996356111,2020,0.003523388454163131,0.8345244880897742
271,Oh Wonder,POP,This Christmas,2308,lonely,2019-11-29,0.7244011298216866,2019,0.005359900604962785,0.7297610304266494
272,Bing Crosby,-,Santa Claus Is Coming To Town (울면안돼) (Remastered),526,lonely,2018-12-06,0.6125185967787146,2018,0.0013838135903122524,0.6139024103690268
273,Christina Perri,POP,something about december,5169,lonely,2012-10-12,0.247978611009293,2012,0.013979564791726391,0.2619581758010194
274,Pentatonix,POP,What Christmas Means To Me,1507,lonely,2018-10-26,0.5978999115979216,2018,0.003964652244487765,0.6018645638424093
275,f(x),일렉트로니카,12시 25분 (Wish List),16432,lonely,2015-12-15,0.37034002458009013,2015,0.06450903723245552,0.4348490618125457
276,Carly Rae Jepsen,POP,It's Not Christmas Till Somebody Cries,523,lonely,2020-10-30,0.8310010996356111,2020,0.001226036035613651,0.8322271356712247
277,바버렛츠 (The Barberettes),"인디음악, 록/메탈",징글벨 (Jingle Bells),4015,lonely,2014-12-04,0.3210289139481231,2014,0.012104347616363028,0.33313326156448614
278,Jessie James Decker,컨트리,Baby! It's Christmas,617,lonely,2018-10-26,0.5978999115979216,2018,0.0016232186030849046,0.5995231302010064
279,Michael Buble,"재즈, 보컬재즈, 애시드/퓨전/팝",Santa Claus Is Coming To Town,3506,lonely,2011-10-21,0.22329071346945817,2011,0.015787814653037333,0.2390785281224955
280,Bobby Helms,컨트리,Jingle Bell Rock (Single Version),455,lonely,1983-01-01,0.002479570495267255,1983,0.0,0.002479570495267255
281,Red Velvet (레드벨벳),발라드,세가지 소원 (Wish Tree),43516,lonely,2015-12-18,0.37128872981306194,2015,0.1708358851148694,0.5421246149279313
282,김동률,발라드,크리스마스잖아요,4699,lonely,2011-11-15,0.22613682916837363,2011,0.021159994596298467,0.2472968237646721
283,Norah Jones,POP,Wintertime,739,lonely,2019-04-12,0.6485693956316437,2019,0.0017161900117276855,0.6502855856433715
284,John Williams,국외영화,White Christmas* (Voice),1599,lonely,1997-07-14,0.03225597792104185,1997,0.024734598992638517,0.05699057691368037
285,Stevie Wonder,"POP, R&B/Soul",Someday At Christmas,1370,lonely,1967-01-01,0.0007115289247288643,1967,0.8157575757575758,0.8164691046823046
286,Kelly Clarkson,POP,All I Want For Christmas Is You,922,lonely,2020-11-13,0.8387847948424935,2020,0.002161386663165939,0.8409461815056594
287,kenzie,POP,Cozy With Me,3237,lonely,2020-11-25,0.8451238707173506,2020,0.007588295692698639,0.8527121664100492
288,John Legend,R&B/Soul,Have Yourself a Merry Little Christmas (feat. Esperanza Spalding),1527,lonely,2018-10-26,0.5978999115979216,2018,0.004017268730811425,0.601917180328733
289,케이윌,댄스,하얀 설레임 (White Love),21063,lonely,2012-11-29,0.25252808383104425,2012,0.056964900988224605,0.30949298481926885
290,NCT DREAM,댄스,JOY,39990,lonely,2017-12-15,0.5231246900536882,2017,0.07243895944396442,0.5955636494976526
291,Miley Cyrus,POP,Happy Xmas (War Is Over) (feat. Sean Ono Lennon),557,lonely,2018-12-14,0.6157312576812782,2018,0.0014653691441139252,0.6171966268253921
292,Blossoms,"POP, 록/메탈",Wonderful Christmastime,510,lonely,2018-12-07,0.6133810560814162,2018,0.0013417204012533246,0.6147227764826696
293,폴킴,R&B/Soul,Christmas Love,5194,lonely,2015-12-07,0.36857198300955174,2015,0.020390697382264726,0.3889626803918165
294,Kacey Musgraves,"컨트리, 국외드라마",Glittery (From The Kacey Musgraves Christmas Show Soundtrack) (Feat. Troye Sivan),3300,lonely,2020-11-20,0.842752107634921,2020,0.007735982633891105,0.8504880902688121
295,Andy Williams,-,It's The Most Wonderful Time Of The Year,0,lonely,2004-08-24,0.09883783608960953,2004,0.0,0.09883783608960953
296,Kelly Clarkson,POP,Under The Mistletoe,1100,lonely,2020-10-28,0.8293624269604779,2020,0.0025786608779637017,0.8319410878384416
297,그래쓰 (GRASS),R&B/Soul,welove Christmas,3503,lonely,2020-11-30,0.8469565967355916,2020,0.008211862777733498,0.8551684595133251
298,Nat King Cole,"재즈, 보컬재즈",The Christmas Song (Merry Christmas To You) (1999 Digital Remaster),1720,lonely,2009-08-25,0.1789818667931607,2009,0.015311618135365386,0.19429348492852608
299,코요태,댄스,엉뚱한 상상,1157,lonely,2020-12-09,0.8501045731904526,2020,0.002712282396185457,0.8528168555866381
300,박지헌,댄스,Happy Together (해피투게더),9893,lonely,2008-11-27,0.16712305138101297,2008,0.06850254123447216,0.23562559261548513
301,Magdaleine,일렉트로니카,Feliz Navidad (펠리스 나비다) (I Wanna Wish You A Merry Christmas),328,lonely,2017-11-29,0.5187692705750448,2017,0.0005941480044416187,0.5193634185794864
302,Mariah Carey,POP,Sleigh Ride,607,lonely,2020-12-11,0.8519588606912613,2020,0.0014229519572036063,0.8533818126484649
303,Sia,POP,Everyday Is Christmas,6944,lonely,2021-11-05,0.9970029539231119,2021,0.022747970569157894,1.0197509244922698
304,Ellie Goulding,POP,O Holy Night,1186,lonely,2017-12-08,0.5212919640354472,2017,0.002148352235572438,0.5234403162710196
305,"동물음악대(펭수, 록단장, 소울곰, 고막여우)",댄스,크리스마스 리턴즈,8447,lonely,2020-12-11,0.8519588606912613,2020,0.019801771305599444,0.8717606319968607
306,Britney Spears,-,My Only Wish (This Year),4557,lonely,2000-11-01,0.0523081567088553,2000,0.06499137156467048,0.11729952827352579
307,Mariah Carey,R&B/Soul,When Christmas Comes (Album Version),4323,lonely,2011-01-01,0.20645119558420838,2011,0.01946683478182555,0.22591803036603392
308,Michael Buble,"재즈, 보컬재즈, 애시드/퓨전/팝",Have Yourself A Merry Little Christmas,3295,lonely,2011-10-21,0.22329071346945817,2011,0.014837663799702798,0.23812837726916097
309,Michael Buble,"재즈, 보컬재즈, 애시드/퓨전/팝",Winter Wonderland,3714,lonely,2012-11-09,0.2509540956036137,2012,0.010044516083666438,0.2609986116872801
310,Mr.2,발라드,하얀 겨울,6137,lonely,2005-11-14,0.11835097781323445,2005,0.0585077984975022,0.17685877631073665
311,Twenty One Pilots,"POP, 록/메탈",Christmas Saves The Year,1649,lonely,2020-12-08,0.849759589469372,2020,0.0038656470797837675,0.8536252365491558
312,Cee Lo Green,POP,The Christmas Song,1803,lonely,2012-10-26,0.24966040664956124,2012,0.004876214996998004,0.25453662164655927
313,Samantha Jade,POP,I'll Be Home for Christmas,36,lonely,2018-11-02,0.601026326570215,2018,9.470967538258763e-05,0.6011210362455977
314,태연 (TAEYEON),발라드,Christmas without You,14957,lonely,2017-12-12,0.5223269151986891,2017,0.027093511287906373,0.5494204264865955
315,The Archies,POP,"Sugar, Sugar",128,lonely,2018-04-07,0.5468207593954161,2018,0.00033674551247142267,0.5471575049078875
316,Vladimir Cosma,월드뮤직,Reality,498,lonely,2014-12-31,0.32475905043230774,2014,0.0015013611738353145,0.32626041160614305
317,"Earth, Wind & Fire",R&B/Soul,September,25669,lonely,2019-03-22,0.6410875611807069,2019,0.0596114768755588,0.7006990380562657
318,Gilbert O'Sullivan,POP,Alone Again (Naturally),11636,lonely,2007-01-10,0.13706634468186032,2007,0.11201841134724455,0.24908475602910488
319,Queen,록/메탈,Love Of My Life (Remastered 2011),32072,lonely,2011-01-01,0.20645119558420838,2011,0.1444229297068492,0.35087412529105755
320,The Carpenters,POP,(They Long To Be) Close To You (1991 Remix),16670,lonely,1997-01-01,0.029258931844153607,1997,0.25830298333979085,0.28756191518394447
321,Billy Joel,록/메탈,Piano Man (Album Ver.) (JTBC 드라마 밀회 삽입곡),10988,lonely,1973-11-01,0.0012721274714849393,1973,0.9999999999999999,1.0012721274714849
322,A-ha,록/메탈,Take On Me,21138,lonely,2010-06-28,0.19493736389314129,2010,0.1384156004033684,0.3333529642965097
323,John Lennon,록/메탈,Imagine (Remastered 2010),25321,lonely,2010-01-01,0.18583841824963884,2010,0.16580667129405294,0.3516450895436918
324,The Jazz Club,재즈,L-O-V-E (광고 '샤넬 CF'),3871,lonely,2016-02-22,0.3799564458052136,2016,0.013597962588917186,0.3935544083941308
326,Elvis Costello,국외영화,She,27315,lonely,1999-05-18,0.04286422734427219,1999,0.2895442643457612,0.3324084916900334
327,Madonna,POP,Like A Virgin,4967,lonely,1984-09-04,0.0028245542163479165,1984,1.0,1.0028245542163479
328,Laura Fygi,"재즈, 보컬재즈",Dream A Little Dream,1525,lonely,1993-05-18,0.015912374134845513,1993,0.025800180754736283,0.041712554889581796
329,Whitney Houston,국외영화,I Will Always Love You,27110,lonely,1992-12-17,0.014834300006468445,1992,1.0,1.0148343000064683
330,Elvis Presley,"POP, 록/메탈",Can't Help Falling In Love,7616,lonely,2015-10-30,0.3577912417257811,2015,0.029899027967525634,0.3876902696933067
331,Morris Albert,POP,Feelings,1740,lonely,2016-10-14,0.42223851312016214,2016,0.006112233248441205,0.4283507463686033
332,The Beatles,록/메탈,Blackbird (Take 28),327,lonely,1968-11-22,0.0009702667155393606,1968,0.0,0.0009702667155393606
333,Roy Orbison,POP,Oh Pretty Woman,4421,lonely,2006-04-07,0.1269324478751159,2006,0.03613551841105072,0.16306796628616663
334,Bee Gees,POP,How Deep Is Your Love,14488,lonely,2009-11-03,0.18172017507923846,2009,0.12897367647975216,0.31069385155899065
335,Michael Learns To Rock,록/메탈,That's Why (You Go Away),905,lonely,2014-09-18,0.3091269755708403,2014,0.0027283772335762245,0.3118553528044165
336,Elton John,록/메탈,Goodbye Yellow Brick Road (Remastered 2014),812,lonely,1973-10-05,0.0012290045063498567,1973,0.06099474024176433,0.062223744748114186
337,Celine Dion,국외영화,"My Heart Will Go On (Love Theme from ""Titanic"")",37849,lonely,1997-11-18,0.03404558097414778,1997,0.5865323518016273,0.6205779327757751
338,Bee Gees,POP,Don't Forget To Remember,724,lonely,2016-12-31,0.44032859699432936,2016,0.0025432510757881794,0.44287184807011754
339,Richard Marx,POP,Right Here Waiting (K팝 스타 시즌3 버나드 박 가창곡),7473,lonely,1997-11-03,0.033916212078742534,1997,0.11576908175125922,0.14968529383000176
341,John Denver,컨트리,Perhaps Love,916,lonely,2019-03-15,0.6381551995515212,2019,0.0021272395815190256,0.6402824391330403
342,Rod Stewart,록/메탈,Sailing,354,lonely,1975-08-01,0.001315250436620022,1975,0.0,0.001315250436620022
343,Bobby McFerrin,재즈,Don't Worry Be Happy,4692,lonely,1988-01-01,0.005174755816209923,1988,0.24499467518636847,0.2501694310025784
344,Susan Jacks,POP,Evergreen,7871,lonely,1998-01-01,0.03475710989887665,1998,0.1201594185194234,0.15491652841830006
